no_pesanan,order_date,sku,product,omset,customer_name,customer_phone,customer_city,packed_date,shipped_date,return_date,package_status,qty
ORD002369,2025-02-27 12:58:44,VTMMD60,vitaman madu 60 ml,50000,Sasa Mojo,8248264437,Badung,2025-02-27 14:34:44,2025-02-27 19:34:44,,On Delivery,2
ORD002370,2025-01-22 23:52:42,MDB200,maduboom 200 ml,32000,Noti Mino Faba,8169088672,Serang,2025-01-23 02:31:42,2025-01-24 04:31:42,2025-01-27 04:31:42,Returned,3
ORD002371,2025-01-08 01:43:42,VTMMD60,vitaman madu 60 ml,50000,Liba Tidi,8402476344,Sidoarjo,2025-01-08 04:15:42,2025-01-10 03:15:42,,Delivered,1
ORD002372,2025-01-07 20:41:08,VTMMD60,vitaman madu 60 ml,50000,Rana Rina Moba,8419047198,Tuban,2025-01-07 21:52:08,2025-01-08 18:52:08,,On Delivery,3
ORD002373,2025-01-26 07:39:08,MDB200,maduboom 200 ml,32000,Nojo Zasa Baza,8263675347,Purwakarta,2025-01-26 09:55:08,2025-01-26 20:55:08,,On Delivery,1
ORD002374,2025-02-22 05:21:50,VTMMD60,vitaman madu 60 ml,50000,Nali Limi Rajo,8296841217,Bengkulu,2025-02-22 06:29:50,2025-02-24 05:29:50,2025-02-26 05:29:50,Returned,3
ORD002375,2025-01-19 04:28:38,VTMMD60,vitaman madu 60 ml,50000,Fara Tifa,8975153226,Blitar,2025-01-19 05:14:38,2025-01-20 19:14:38,,Processed,1
ORD002376,2025-01-04 01:26:56,MDB120,maduboom 120 ml,23000,Zasa Tiza,8489252251,Kudus,2025-01-04 04:00:56,2025-01-06 00:00:56,,Delivered,1
ORD002377,2025-01-21 09:37:50,MDB200,maduboom 200 ml,32000,Tira Lidi Mino,8865436016,Ponorogo,2025-01-21 12:21:50,2025-01-23 11:21:50,,On Delivery,2
ORD002378,2025-01-30 05:32:34,MDB200,maduboom 200 ml,32000,Joli Faza Risa,8642295493,Boyolali,2025-01-30 06:14:34,2025-01-30 12:14:34,,On Delivery,2
ORD002379,2025-02-19 08:01:06,JDM,jelly drink madu,20000,Fano Rati,8479254024,Surabaya,2025-02-19 10:21:06,2025-02-20 16:21:06,,Delivered,3
ORD002380,2025-01-02 06:15:28,JDM,jelly drink madu,20000,Joka Nano Didi,8178361875,Yogyakarta,2025-01-02 08:28:28,2025-01-03 18:28:28,,Processed,1
ORD002381,2025-01-18 20:10:12,MDB200,maduboom 200 ml,32000,Tiba Nona,8788451714,Batu,2025-01-18 21:13:12,2025-01-19 04:13:12,,Delivered,1
ORD002382,2025-02-09 12:04:47,MDB120,maduboom 120 ml,23000,Mili Fami,8903940329,Karangasem,2025-02-09 14:38:47,2025-02-10 11:38:47,,Processed,2
ORD002383,2025-01-05 09:50:47,MDB120,maduboom 120 ml,23000,Mimo Tifa Dika,8679446845,Sidoarjo,2025-01-05 12:47:47,2025-01-06 23:47:47,,Delivered,1
ORD002384,2025-02-08 16:48:44,MDB120,maduboom 120 ml,23000,Nojo Mosa,8959046734,Ngawi,2025-02-08 19:40:44,2025-02-10 12:40:44,,Delivered,2
ORD002385,2025-02-14 04:48:47,MDB120,maduboom 120 ml,23000,Nona Rira,8880891799,Ponorogo,2025-02-14 07:48:47,2025-02-16 00:48:47,,Processed,2
ORD002386,2025-02-19 10:39:46,VTM60,vitaman 60 ml,30000,Bari Noba Mina,8707510218,Badung,2025-02-19 13:24:46,2025-02-21 06:24:46,,Delivered,1
ORD002387,2025-02-02 08:48:34,MDB200,maduboom 200 ml,32000,Miri Nojo,8896096305,Palembang,2025-02-02 10:06:34,2025-02-03 17:06:34,,On Delivery,1
ORD002388,2025-02-17 18:10:00,MDB120,maduboom 120 ml,23000,Difa Mimo Baka,8160326824,Makassar,2025-02-17 20:00:00,2025-02-18 17:00:00,2025-02-22 17:00:00,Returned,1
ORD002389,2025-01-10 15:57:33,MDB200,maduboom 200 ml,32000,Sara Rari Diba,8546501662,Kudus,2025-01-10 17:47:33,2025-01-11 13:47:33,,Processed,2
ORD002390,2025-01-18 02:43:35,VTM60,vitaman 60 ml,30000,Miri Saba Fasa,8695523874,Palembang,2025-01-18 04:57:35,2025-01-19 06:57:35,2025-01-22 06:57:35,Returned,2
ORD002391,2025-02-02 01:53:14,VTM60,vitaman 60 ml,30000,Noli Mino,8382768195,Jayapura,2025-02-02 04:36:14,2025-02-02 20:36:14,,Delivered,3
ORD002392,2025-01-06 23:29:12,MDB120,maduboom 120 ml,23000,Sami Sadi,8313123757,Klaten,2025-01-07 00:42:12,2025-01-08 13:42:12,,On Delivery,3
ORD002393,2025-02-08 21:37:08,JDM,jelly drink madu,20000,Rami Jona,8180281841,Pekanbaru,2025-02-08 22:21:08,2025-02-10 20:21:08,,Processed,2
ORD002394,2025-02-26 19:08:30,VTMMD60,vitaman madu 60 ml,50000,Tina Jono,8647866356,Madiun,2025-02-26 21:55:30,2025-02-28 18:55:30,,On Delivery,1
ORD002395,2025-01-31 23:25:51,MDB200,maduboom 200 ml,32000,Risa Nadi,8535964493,Bangli,2025-02-01 01:56:51,2025-02-01 07:56:51,,On Delivery,2
ORD002396,2025-01-13 18:33:54,VTM60,vitaman 60 ml,30000,Rina Dijo,8220220108,Kupang,2025-01-13 21:00:54,2025-01-15 21:00:54,,Processed,2
ORD002397,2025-01-21 17:35:28,JDM,jelly drink madu,20000,Mino Sana Samo,8315135441,Jombang,2025-01-21 18:35:28,2025-01-22 08:35:28,,On Delivery,2
ORD002398,2025-02-07 14:03:53,JDM,jelly drink madu,20000,Jojo Faka Mimo,8252301139,Bandung,2025-02-07 15:48:53,2025-02-08 09:48:53,,Processed,2
ORD002399,2025-01-17 00:44:41,VTM60,vitaman 60 ml,30000,Nafa Joza,8269156464,Ponorogo,2025-01-17 01:38:41,2025-01-18 06:38:41,,Delivered,1
ORD002400,2025-01-04 04:03:05,VTMMD60,vitaman madu 60 ml,50000,Badi Tili Sami,8444602528,Situbondo,2025-01-04 05:23:05,2025-01-04 15:23:05,,On Delivery,2
ORD002401,2025-01-06 00:52:50,MDB200,maduboom 200 ml,32000,Saba Dijo,8643822141,Ende,2025-01-06 03:49:50,2025-01-07 09:49:50,2025-01-13 09:49:50,Returned,3
ORD002402,2025-02-05 21:56:42,MDB200,maduboom 200 ml,32000,Momo Zara Bana,8686203900,Tasikmalaya,2025-02-05 23:37:42,2025-02-07 15:37:42,,Delivered,2
ORD002403,2025-02-06 03:24:07,VTM60,vitaman 60 ml,30000,Kano Joti,8652149875,Surabaya,2025-02-06 05:22:07,2025-02-07 11:22:07,2025-02-10 11:22:07,Returned,3
ORD002404,2025-02-20 10:44:34,MDB120,maduboom 120 ml,23000,Faba Moti Sati,8455127147,Ngawi,2025-02-20 13:03:34,2025-02-21 21:03:34,,Delivered,2
ORD002405,2025-02-05 04:07:54,MDB120,maduboom 120 ml,23000,Fano Dimo Mifa,8433189931,Bandar Lampung,2025-02-05 04:48:54,2025-02-05 21:48:54,,Delivered,3
ORD002406,2025-01-12 03:31:11,MDB200,maduboom 200 ml,32000,Zara Mimi Bari,8212108158,Madiun,2025-01-12 05:30:11,2025-01-13 12:30:11,,On Delivery,3
ORD002407,2025-01-13 19:46:43,MDB120,maduboom 120 ml,23000,Raba Kaba,8159304315,Medan,2025-01-13 20:43:43,2025-01-14 19:43:43,,Processed,3
ORD002408,2025-02-27 16:43:32,VTMMD60,vitaman madu 60 ml,50000,Modi Jori Noka,8335281931,Ambon,2025-02-27 19:28:32,2025-02-28 05:28:32,,Delivered,1
ORD002409,2025-01-08 08:14:02,VTM60,vitaman 60 ml,30000,Lisa Raba Rano,8209872993,Kudus,2025-01-08 09:22:02,2025-01-08 20:22:02,,Processed,1
ORD002410,2025-01-10 10:56:41,VTMMD60,vitaman madu 60 ml,50000,Rimo Lijo,8571764707,Makassar,2025-01-10 12:59:41,2025-01-11 08:59:41,,Delivered,2
ORD002411,2025-01-22 22:10:21,JDM,jelly drink madu,20000,Diba Tiri Rina,8575002715,Malang,2025-01-23 01:09:21,2025-01-25 01:09:21,,Delivered,1
ORD002412,2025-02-09 14:32:50,MDB120,maduboom 120 ml,23000,Diba Sano,8778056764,Probolinggo,2025-02-09 15:28:50,2025-02-10 06:28:50,,Processed,2
ORD002413,2025-01-07 01:29:29,MDB120,maduboom 120 ml,23000,Rara Jomi,8873425235,Banjarmasin,2025-01-07 03:39:29,2025-01-08 10:39:29,,On Delivery,2
ORD002414,2025-02-19 19:47:47,JDM,jelly drink madu,20000,Tina Raza,8316692751,Banjarbaru,2025-02-19 22:12:47,2025-02-21 01:12:47,2025-02-25 01:12:47,Returned,2
ORD002415,2025-02-07 18:48:46,VTMMD60,vitaman madu 60 ml,50000,Diti Rafa Risa,8255846834,Bengkulu,2025-02-07 19:23:46,2025-02-09 04:23:46,,Delivered,1
ORD002416,2025-01-27 13:05:53,VTMMD60,vitaman madu 60 ml,50000,Baza Fati,8367425441,Kudus,2025-01-27 14:29:53,2025-01-28 06:29:53,,Processed,3
ORD002417,2025-02-05 23:45:37,MDB120,maduboom 120 ml,23000,Bamo Moti,8840510440,Semarang,2025-02-06 01:11:37,2025-02-07 05:11:37,,On Delivery,3
ORD002418,2025-02-10 07:44:08,JDM,jelly drink madu,20000,Zadi Ramo,8777093990,Purwakarta,2025-02-10 08:58:08,2025-02-11 11:58:08,,Processed,2
ORD002419,2025-01-01 07:29:57,MDB200,maduboom 200 ml,32000,Timi Tijo Kamo,8475815623,Blitar,2025-01-01 09:58:57,2025-01-02 14:58:57,,Processed,1
ORD002420,2025-01-22 19:10:38,MDB120,maduboom 120 ml,23000,Bali Nora Modi,8416755573,Manado,2025-01-22 20:37:38,2025-01-23 01:37:38,,Delivered,1
ORD002421,2025-02-02 14:22:53,VTMMD60,vitaman madu 60 ml,50000,Jona Kamo Naza,8573622349,Jayapura,2025-02-02 17:00:53,2025-02-03 13:00:53,2025-02-06 13:00:53,Returned,3
ORD002422,2025-01-26 00:00:14,MDB120,maduboom 120 ml,23000,Kaza Kaza,8267601158,Subang,2025-01-26 01:55:14,2025-01-26 20:55:14,,Processed,1
ORD002423,2025-01-04 09:17:08,VTMMD60,vitaman madu 60 ml,50000,Mono Rara Momi,8364108262,Lombok Timur,2025-01-04 11:40:08,2025-01-05 00:40:08,,Delivered,1
ORD002424,2025-01-04 23:25:26,JDM,jelly drink madu,20000,Saka Limi,8466613083,Sidoarjo,2025-01-05 00:01:26,2025-01-06 20:01:26,,Delivered,3
ORD002425,2025-01-13 18:02:13,VTM60,vitaman 60 ml,30000,Midi Nomi,8626611734,Banjarbaru,2025-01-13 20:24:13,2025-01-15 02:24:13,,Processed,3
ORD002426,2025-01-21 07:51:01,MDB200,maduboom 200 ml,32000,Zadi Dina Rati,8927093627,Lombok Barat,2025-01-21 09:46:01,2025-01-23 05:46:01,,On Delivery,1
ORD002427,2025-01-20 00:37:26,MDB120,maduboom 120 ml,23000,Raka Riri Kaka,8617557233,Cianjur,2025-01-20 02:44:26,2025-01-20 23:44:26,,Processed,2
ORD002428,2025-02-21 12:04:30,VTM60,vitaman 60 ml,30000,Jono Fati,8709532062,Ende,2025-02-21 12:38:30,2025-02-21 22:38:30,,Delivered,1
ORD002429,2025-02-25 01:25:54,JDM,jelly drink madu,20000,Limo Jora,8277157003,Palembang,2025-02-25 02:57:54,2025-02-26 12:57:54,,Processed,2
ORD002430,2025-02-27 00:10:22,JDM,jelly drink madu,20000,Lika Faza,8491055211,Tuban,2025-02-27 02:09:22,2025-02-27 11:09:22,,On Delivery,3
ORD002431,2025-01-03 21:06:52,VTM60,vitaman 60 ml,30000,Modi Lira,8808181712,Singkawang,2025-01-03 22:18:52,2025-01-04 23:18:52,,On Delivery,3
ORD002432,2025-02-23 13:58:30,MDB120,maduboom 120 ml,23000,Mimo Tika Nodi,8939641821,Karangasem,2025-02-23 14:47:30,2025-02-25 08:47:30,,On Delivery,2
ORD002433,2025-02-22 09:51:00,VTM60,vitaman 60 ml,30000,Tili Rana Rijo,8394428602,Singkawang,2025-02-22 11:38:00,2025-02-23 23:38:00,,Processed,1
ORD002434,2025-02-28 11:55:21,MDB200,maduboom 200 ml,32000,Dira Rino,8722588337,Probolinggo,2025-02-28 13:55:21,2025-03-01 20:55:21,,On Delivery,2
ORD002435,2025-02-04 00:52:11,JDM,jelly drink madu,20000,Baza Tifa,8349739081,Jombang,2025-02-04 02:37:11,2025-02-04 21:37:11,,On Delivery,1
ORD002436,2025-01-01 18:43:04,MDB200,maduboom 200 ml,32000,Tijo Nora,8706902447,Cianjur,2025-01-01 21:19:04,2025-01-02 04:19:04,,On Delivery,1
ORD002437,2025-01-26 17:14:21,VTM60,vitaman 60 ml,30000,Samo Tino,8718627541,Palembang,2025-01-26 19:08:21,2025-01-28 02:08:21,,Delivered,2
ORD002438,2025-02-06 20:50:54,VTM60,vitaman 60 ml,30000,Raba Diba,8711084779,Singkawang,2025-02-06 22:55:54,2025-02-07 15:55:54,,Processed,3
ORD002439,2025-01-18 11:35:46,MDB120,maduboom 120 ml,23000,Tina Faza Josa,8883952802,Bogor,2025-01-18 13:24:46,2025-01-20 05:24:46,,On Delivery,2
ORD002440,2025-01-07 03:40:26,MDB120,maduboom 120 ml,23000,Ridi Fami,8863150419,Sumedang,2025-01-07 04:42:26,2025-01-07 09:42:26,2025-01-11 09:42:26,Returned,2
ORD002441,2025-02-26 07:45:59,MDB200,maduboom 200 ml,32000,Limi Kali,8151549342,Ponorogo,2025-02-26 08:52:59,2025-02-28 08:52:59,,Delivered,2
ORD002442,2025-01-21 13:09:22,JDM,jelly drink madu,20000,Nodi Mofa Noli,8464022501,Magelang,2025-01-21 15:05:22,2025-01-22 21:05:22,,Delivered,2
ORD002443,2025-02-05 16:57:57,VTMMD60,vitaman madu 60 ml,50000,Riti Mifa Nojo,8671373498,Batu,2025-02-05 17:31:57,2025-02-07 13:31:57,,On Delivery,1
ORD002444,2025-02-26 03:53:48,VTMMD60,vitaman madu 60 ml,50000,Nosa Kali Lika,8456359036,Palangkaraya,2025-02-26 06:43:48,2025-02-27 16:43:48,,Delivered,2
ORD002445,2025-01-16 00:38:59,VTMMD60,vitaman madu 60 ml,50000,Rasa Bali,8273255779,Jambi,2025-01-16 02:48:59,2025-01-17 16:48:59,,Processed,2
ORD002446,2025-02-05 22:12:22,VTM60,vitaman 60 ml,30000,Nami Mono Naza,8147774800,Ponorogo,2025-02-06 00:37:22,2025-02-06 21:37:22,,Processed,1
ORD002447,2025-01-04 07:52:05,JDM,jelly drink madu,20000,Fasa Zano Nosa,8437441790,Ambon,2025-01-04 08:54:05,2025-01-04 14:54:05,,Processed,3
ORD002448,2025-01-31 08:51:09,MDB200,maduboom 200 ml,32000,Liba Joli Mira,8406853591,Sukabumi,2025-01-31 09:46:09,2025-02-01 16:46:09,,On Delivery,2
ORD002449,2025-02-28 07:43:34,JDM,jelly drink madu,20000,Fafa Nasa Tiri,8943662599,Banyuwangi,2025-02-28 08:16:34,2025-03-02 02:16:34,,Processed,1
ORD002450,2025-01-12 19:48:44,VTMMD60,vitaman madu 60 ml,50000,Zadi Fana Moka,8456495142,Magelang,2025-01-12 20:23:44,2025-01-14 13:23:44,,Processed,3
ORD002451,2025-01-03 17:56:33,MDB120,maduboom 120 ml,23000,Fari Lina,8264459699,Ternate,2025-01-03 19:20:33,2025-01-04 01:20:33,,Delivered,3
ORD002452,2025-02-10 21:35:31,VTMMD60,vitaman madu 60 ml,50000,Noli Moti,8564270815,Bandar Lampung,2025-02-10 23:32:31,2025-02-12 10:32:31,,Delivered,3
ORD002453,2025-01-11 16:42:00,MDB120,maduboom 120 ml,23000,Sara Lina,8910994725,Singkawang,2025-01-11 17:35:00,2025-01-12 16:35:00,,On Delivery,3
ORD002454,2025-01-19 21:53:13,JDM,jelly drink madu,20000,Bajo Nara Moba,8925151973,Probolinggo,2025-01-19 22:47:13,2025-01-21 17:47:13,,Processed,1
ORD002455,2025-02-06 22:07:06,MDB200,maduboom 200 ml,32000,Zaka Didi,8578379477,Jepara,2025-02-06 22:56:06,2025-02-08 19:56:06,2025-02-14 19:56:06,Returned,2
ORD002456,2025-01-05 06:18:29,MDB120,maduboom 120 ml,23000,Mijo Lifa,8436984883,Mataram,2025-01-05 08:15:29,2025-01-05 22:15:29,,Delivered,1
ORD002457,2025-01-03 05:31:13,JDM,jelly drink madu,20000,Mono Bara Momo,8257709848,Bandung,2025-01-03 08:30:13,2025-01-03 15:30:13,,On Delivery,1
ORD002458,2025-02-23 13:28:48,JDM,jelly drink madu,20000,Bafa Moza Kari,8860630550,Sukabumi,2025-02-23 15:26:48,2025-02-25 07:26:48,,Processed,2
ORD002459,2025-02-28 07:20:04,MDB120,maduboom 120 ml,23000,Timo Saza Bali,8882273273,Garut,2025-02-28 09:58:04,2025-03-01 13:58:04,,Delivered,3
ORD002460,2025-02-02 23:26:18,VTMMD60,vitaman madu 60 ml,50000,Faka Raka Faka,8170856903,Bogor,2025-02-03 00:08:18,2025-02-04 09:08:18,,Processed,2
ORD002461,2025-01-08 13:20:33,MDB200,maduboom 200 ml,32000,Nosa Nori,8601648252,Magelang,2025-01-08 16:12:33,2025-01-09 16:12:33,,On Delivery,3
ORD002462,2025-01-11 01:14:36,VTM60,vitaman 60 ml,30000,Tino Kana Liti,8896079190,Klaten,2025-01-11 02:12:36,2025-01-12 17:12:36,,Delivered,3
ORD002463,2025-02-16 12:20:11,JDM,jelly drink madu,20000,Nosa Timo Jora,8803667656,Purwokerto,2025-02-16 13:02:11,2025-02-17 21:02:11,,Delivered,1
ORD002464,2025-02-20 23:11:17,VTMMD60,vitaman madu 60 ml,50000,Difa Josa Sajo,8949495856,Tuban,2025-02-21 01:46:17,2025-02-22 11:46:17,,Processed,1
ORD002465,2025-02-12 23:37:41,MDB120,maduboom 120 ml,23000,Nojo Sasa Limo,8994694237,Boyolali,2025-02-13 01:44:41,2025-02-15 00:44:41,,Processed,1
ORD002466,2025-02-08 17:53:27,VTMMD60,vitaman madu 60 ml,50000,Nomi Nadi,8568286864,Blitar,2025-02-08 19:09:27,2025-02-09 15:09:27,,Processed,1
ORD002467,2025-02-05 19:02:12,MDB120,maduboom 120 ml,23000,Badi Mimi Tina,8645844394,Denpasar,2025-02-05 21:14:12,2025-02-06 02:14:12,,On Delivery,3
ORD002468,2025-02-23 03:26:08,VTMMD60,vitaman madu 60 ml,50000,Kali Tifa,8416868243,Purwakarta,2025-02-23 04:45:08,2025-02-24 19:45:08,,Processed,3
ORD002469,2025-01-11 07:36:57,VTM60,vitaman 60 ml,30000,Noza Bari,8173696696,Ponorogo,2025-01-11 08:25:57,2025-01-12 18:25:57,,Delivered,3
ORD002470,2025-01-13 02:26:18,VTMMD60,vitaman madu 60 ml,50000,Diza Noza,8755046663,Pekanbaru,2025-01-13 03:32:18,2025-01-14 15:32:18,,On Delivery,1
ORD002471,2025-02-03 18:11:32,MDB200,maduboom 200 ml,32000,Nana Mili,8200118251,Sidoarjo,2025-02-03 20:09:32,2025-02-05 05:09:32,,On Delivery,2
ORD002472,2025-01-10 18:47:17,VTM60,vitaman 60 ml,30000,Momi Riti Zaba,8629672239,Ponorogo,2025-01-10 20:28:17,2025-01-11 20:28:17,,Processed,2
ORD002473,2025-02-06 17:14:55,VTM60,vitaman 60 ml,30000,Faka Rara Nofa,8753428031,Blitar,2025-02-06 18:13:55,2025-02-07 16:13:55,,On Delivery,2
ORD002474,2025-02-12 07:28:42,VTM60,vitaman 60 ml,30000,Zara Jomo,8447657245,Sukabumi,2025-02-12 07:58:42,2025-02-13 06:58:42,,Delivered,2
ORD002475,2025-01-03 09:50:18,MDB120,maduboom 120 ml,23000,Baka Nali Moza,8388268806,Tangerang,2025-01-03 11:46:18,2025-01-04 17:46:18,,On Delivery,2
ORD002476,2025-02-16 01:49:10,VTM60,vitaman 60 ml,30000,Tira Lidi,8392891788,Magelang,2025-02-16 03:18:10,2025-02-17 14:18:10,,On Delivery,3
ORD002477,2025-02-20 12:38:34,VTMMD60,vitaman madu 60 ml,50000,Rara Rano,8654972750,Buleleng,2025-02-20 15:08:34,2025-02-22 08:08:34,,Processed,1
ORD002478,2025-02-25 21:21:38,MDB120,maduboom 120 ml,23000,Baba Naka,8952401861,Lombok Barat,2025-02-26 00:03:38,2025-02-26 20:03:38,,Delivered,1
ORD002479,2025-02-17 14:01:00,MDB120,maduboom 120 ml,23000,Fana Mofa,8238602361,Bandung,2025-02-17 16:00:00,2025-02-18 14:00:00,,Delivered,3
ORD002480,2025-01-30 21:17:35,VTM60,vitaman 60 ml,30000,Namo Fami Samo,8704989377,Surabaya,2025-01-30 22:12:35,2025-01-31 21:12:35,,Processed,1
ORD002481,2025-01-02 23:56:16,VTM60,vitaman 60 ml,30000,Raza Jora,8536969211,Magelang,2025-01-03 01:30:16,2025-01-04 03:30:16,,On Delivery,2
ORD002482,2025-01-22 01:13:54,VTMMD60,vitaman madu 60 ml,50000,Rira Tiri Najo,8133718281,Larantuka,2025-01-22 03:02:54,2025-01-23 19:02:54,,Delivered,2
ORD002483,2025-02-05 03:59:59,VTMMD60,vitaman madu 60 ml,50000,Diba Liri,8370723130,Palembang,2025-02-05 05:57:59,2025-02-06 06:57:59,,Delivered,1
ORD002484,2025-01-18 23:44:04,MDB200,maduboom 200 ml,32000,Fali Jofa,8484686043,Cikarang,2025-01-19 01:58:04,2025-01-19 08:58:04,,On Delivery,1
ORD002485,2025-01-02 11:15:56,VTMMD60,vitaman madu 60 ml,50000,Namo Mika Lina,8788945920,Cianjur,2025-01-02 14:12:56,2025-01-03 07:12:56,,Delivered,2
ORD002486,2025-01-30 13:11:45,MDB200,maduboom 200 ml,32000,Nami Tili,8939868928,Ende,2025-01-30 15:30:45,2025-01-31 17:30:45,,Delivered,3
ORD002487,2025-02-16 05:51:30,MDB120,maduboom 120 ml,23000,Nosa Fasa,8391278994,Magelang,2025-02-16 06:35:30,2025-02-16 11:35:30,,On Delivery,1
ORD002488,2025-02-08 04:50:25,MDB200,maduboom 200 ml,32000,Titi Jodi Nara,8317585603,Gorontalo,2025-02-08 05:24:25,2025-02-10 02:24:25,,Processed,3
ORD002489,2025-01-03 07:07:21,VTM60,vitaman 60 ml,30000,Nomo Kaba,8258168057,Kediri,2025-01-03 08:57:21,2025-01-05 03:57:21,,Processed,3
ORD002490,2025-02-21 20:21:56,MDB120,maduboom 120 ml,23000,Timo Mona,8152945910,Gorontalo,2025-02-21 22:14:56,2025-02-22 19:14:56,2025-02-24 19:14:56,Returned,2
ORD002491,2025-02-02 14:58:53,MDB120,maduboom 120 ml,23000,Jomi Difa,8819837588,Probolinggo,2025-02-02 16:02:53,2025-02-03 11:02:53,2025-02-07 11:02:53,Returned,1
ORD002492,2025-01-08 11:14:58,VTMMD60,vitaman madu 60 ml,50000,Kajo Kafa,8523186781,Indramayu,2025-01-08 14:06:58,2025-01-09 06:06:58,,On Delivery,1
ORD002493,2025-01-27 04:33:26,MDB200,maduboom 200 ml,32000,Bana Bano Sari,8284408372,Purwokerto,2025-01-27 06:44:26,2025-01-28 06:44:26,,On Delivery,2
ORD002494,2025-01-16 18:32:03,VTMMD60,vitaman madu 60 ml,50000,Rina Mori Bati,8699186977,Karawang,2025-01-16 20:00:03,2025-01-18 17:00:03,,Processed,2
ORD002495,2025-02-02 08:24:25,JDM,jelly drink madu,20000,Lisa Sajo,8181040115,Surabaya,2025-02-02 10:28:25,2025-02-04 00:28:25,,Delivered,3
ORD002496,2025-02-20 12:14:17,MDB200,maduboom 200 ml,32000,Najo Basa Fali,8243148632,Makassar,2025-02-20 13:47:17,2025-02-21 19:47:17,,On Delivery,3
ORD002497,2025-01-29 05:45:05,MDB200,maduboom 200 ml,32000,Riza Naza Misa,8625464513,Semarang,2025-01-29 06:24:05,2025-01-30 07:24:05,,Processed,3
ORD002498,2025-01-03 10:31:20,MDB120,maduboom 120 ml,23000,Diri Risa Bati,8653839479,Ponorogo,2025-01-03 11:12:20,2025-01-04 14:12:20,,Delivered,1
ORD002499,2025-02-21 03:47:50,VTMMD60,vitaman madu 60 ml,50000,Bafa Lika,8772632768,Sidoarjo,2025-02-21 04:35:50,2025-02-22 16:35:50,2025-02-28 16:35:50,Returned,1
ORD002500,2025-02-06 07:20:52,VTMMD60,vitaman madu 60 ml,50000,Fati Noba,8436385839,Tabanan,2025-02-06 09:45:52,2025-02-08 01:45:52,,On Delivery,1
ORD002501,2025-02-07 10:15:54,JDM,jelly drink madu,20000,Lino Ramo,8893969643,Ngawi,2025-02-07 12:32:54,2025-02-09 01:32:54,,Delivered,3
ORD002502,2025-02-20 17:37:33,JDM,jelly drink madu,20000,Noli Lidi Rafa,8696985881,Banjarbaru,2025-02-20 19:11:33,2025-02-22 10:11:33,,Processed,3
ORD002503,2025-02-17 20:38:38,JDM,jelly drink madu,20000,Tijo Fari Raba,8657401650,Malang,2025-02-17 22:53:38,2025-02-19 17:53:38,,On Delivery,1
ORD002504,2025-01-28 14:49:09,VTM60,vitaman 60 ml,30000,Kati Sadi Naka,8533552268,Lombok Timur,2025-01-28 16:22:09,2025-01-30 03:22:09,,Processed,3
ORD002505,2025-01-01 14:03:51,MDB120,maduboom 120 ml,23000,Rifa Zana,8308469388,Surabaya,2025-01-01 16:18:51,2025-01-03 06:18:51,,Delivered,1
ORD002506,2025-02-24 19:16:10,JDM,jelly drink madu,20000,Bafa Safa Samo,8915110794,Bogor,2025-02-24 21:33:10,2025-02-25 06:33:10,,Processed,2
ORD002507,2025-01-12 15:54:26,MDB120,maduboom 120 ml,23000,Mora Rimo,8834397999,Tegal,2025-01-12 17:44:26,2025-01-13 13:44:26,,On Delivery,1
ORD002508,2025-02-16 18:22:41,VTM60,vitaman 60 ml,30000,Nomi Riri,8175336301,Magelang,2025-02-16 19:42:41,2025-02-17 10:42:41,,On Delivery,3
ORD002509,2025-01-03 02:21:48,VTM60,vitaman 60 ml,30000,Basa Zati,8145541222,Kupang,2025-01-03 03:17:48,2025-01-03 09:17:48,,Processed,3
ORD002510,2025-01-23 19:12:08,JDM,jelly drink madu,20000,Limo Nara Sadi,8813571287,Bengkulu,2025-01-23 22:02:08,2025-01-24 04:02:08,,On Delivery,3
ORD002511,2025-02-18 04:22:36,JDM,jelly drink madu,20000,Zasa Difa Riza,8835440268,Cirebon,2025-02-18 07:06:36,2025-02-20 05:06:36,,On Delivery,2
ORD002512,2025-02-18 00:33:50,JDM,jelly drink madu,20000,Timo Titi,8245087612,Bandar Lampung,2025-02-18 02:01:50,2025-02-18 19:01:50,,Delivered,3
ORD002513,2025-01-12 23:48:29,MDB120,maduboom 120 ml,23000,Momo Nomo Rijo,8528313466,Ponorogo,2025-01-13 02:45:29,2025-01-14 08:45:29,,Processed,2
ORD002514,2025-02-27 10:29:44,VTM60,vitaman 60 ml,30000,Noli Moli,8290545857,Larantuka,2025-02-27 12:52:44,2025-02-28 12:52:44,,Processed,1
ORD002515,2025-01-20 02:11:41,MDB200,maduboom 200 ml,32000,Badi Momo,8888023941,Subang,2025-01-20 03:37:41,2025-01-21 04:37:41,,Processed,2
ORD002516,2025-02-14 20:09:36,MDB200,maduboom 200 ml,32000,Baba Mifa,8853848463,Kendari,2025-02-14 22:44:36,2025-02-16 01:44:36,,On Delivery,3
ORD002517,2025-01-30 00:28:59,VTM60,vitaman 60 ml,30000,Ridi Joka Midi,8498513610,Blitar,2025-01-30 00:59:59,2025-01-30 16:59:59,,On Delivery,3
ORD002518,2025-02-07 04:44:30,JDM,jelly drink madu,20000,Tiba Nana Sano,8611634036,Ambon,2025-02-07 07:31:30,2025-02-08 10:31:30,,Delivered,3
ORD002519,2025-02-11 19:54:42,VTM60,vitaman 60 ml,30000,Baba Fara,8980073561,Batu,2025-02-11 21:57:42,2025-02-13 14:57:42,,On Delivery,3
